filename,width,height,depth,name,pose,truncated,occluded,x,y,w,h,difficult
Abyssinian_128.jpg,500,375,3,cat,Frontal,0,0,106.0,95.0,120,146,0
Abyssinian_129.jpg,333,500,3,cat,Frontal,0,0,183.0,159.0,138,130,0
Abyssinian_13.jpg,245,280,3,cat,Frontal,0,0,181.5,60.5,73,71,0
Abyssinian_130.jpg,333,500,3,cat,Frontal,0,0,174.0,157.5,162,145,0
Abyssinian_131.jpg,311,320,3,cat,Frontal,0,0,111.5,102.5,189,155,0
Abyssinian_132.jpg,500,333,3,cat,Frontal,0,0,239.0,142.5,78,73,0
Abyssinian_133.jpg,700,496,3,cat,Frontal,0,0,141.0,138.5,156,177,0
Abyssinian_134.jpg,500,440,3,cat,Frontal,0,0,231.5,155.0,315,308,0
Abyssinian_135.jpg,333,500,3,cat,Frontal,0,0,138.5,168.0,237,220,0
Abyssinian_136.jpg,333,500,3,cat,Frontal,0,0,166.0,97.5,122,119,0
Abyssinian_137.jpg,1600,1200,3,cat,Frontal,0,0,805.0,328.5,424,441,0
Abyssinian_138.jpg,500,333,3,cat,Frontal,0,0,314.0,123.0,128,126,0
Abyssinian_139.jpg,500,333,3,cat,Frontal,0,0,166.5,114.0,121,108,0
Abyssinian_14.jpg,335,500,3,cat,Frontal,0,0,208.0,117.0,88,92,0
Abyssinian_140.jpg,500,333,3,cat,Frontal,0,0,277.0,120.5,92,67,0
Abyssinian_141.jpg,461,500,3,cat,Frontal,0,0,180.5,224.5,291,237,0
Abyssinian_142.jpg,500,433,3,cat,Frontal,0,0,256.5,152.0,177,174,0
Abyssinian_143.jpg,500,461,3,cat,Frontal,0,0,285.5,140.0,251,240,0
Abyssinian_144.jpg,500,359,3,cat,Frontal,0,0,164.5,89.5,147,149,0
Abyssinian_145.jpg,800,577,3,cat,Frontal,0,0,316.5,191.5,173,159,0
Abyssinian_146.jpg,333,500,3,cat,Frontal,0,0,140.5,161.0,203,210,0
Abyssinian_148.jpg,500,375,3,cat,Frontal,0,0,381.5,148.5,157,141,0
Abyssinian_149.jpg,500,375,3,cat,Frontal,0,0,251.0,145.0,192,212,0
Abyssinian_15.jpg,477,422,3,cat,Frontal,0,0,223.5,186.5,415,341,0
Abyssinian_150.jpg,500,363,3,cat,Frontal,0,0,325.5,162.0,331,290,0
Abyssinian_151.jpg,350,233,3,cat,Frontal,0,0,187.5,85.0,49,48,0
Abyssinian_152.jpg,424,500,3,cat,Frontal,0,0,245.0,138.0,182,200,0
Abyssinian_153.jpg,500,263,3,cat,Frontal,0,0,377.5,119.5,63,85,0
Abyssinian_154.jpg,500,426,3,cat,Frontal,0,0,249.5,139.5,221,195,0
Abyssinian_155.jpg,581,371,3,cat,Frontal,0,0,135.5,129.5,155,171,0
Abyssinian_156.jpg,500,348,3,cat,Frontal,0,0,346.5,96.5,127,141,0
Abyssinian_157.jpg,500,375,3,cat,Frontal,0,0,191.0,102.5,208,203,0
Abyssinian_158.jpg,500,375,3,cat,Frontal,0,0,250.5,116.0,193,230,0
Abyssinian_159.jpg,305,201,3,cat,Frontal,0,0,60.5,40.0,69,56,0
Abyssinian_16.jpg,500,335,3,cat,Frontal,0,0,416.5,93.5,83,81,0
Abyssinian_160.jpg,500,375,3,cat,Frontal,0,0,327.0,153.5,106,107,0
Abyssinian_161.jpg,640,480,3,cat,Frontal,0,0,347.0,100.5,246,199,0
Abyssinian_164.jpg,500,328,3,cat,Frontal,0,0,224.5,200.5,71,69,0
Abyssinian_165.jpg,500,353,3,cat,Frontal,0,0,100.5,125.5,153,145,0
Abyssinian_166.jpg,300,223,3,cat,Frontal,0,0,64.5,48.5,73,81,0
Abyssinian_167.jpg,313,310,3,cat,Frontal,0,0,168.5,108.5,139,149,0
Abyssinian_168.jpg,400,272,3,cat,Frontal,0,0,110.0,110.0,146,144,0
Abyssinian_169.jpg,300,300,3,cat,Frontal,0,0,148.5,107.5,213,195,0
Abyssinian_17.jpg,275,411,3,cat,Frontal,0,0,87.0,142.0,98,100,0
Abyssinian_170.jpg,1600,1200,3,cat,Frontal,0,0,1006.0,332.5,214,249,0
Abyssinian_172.jpg,768,712,3,cat,Frontal,0,0,606.5,135.0,211,222,0
Abyssinian_173.jpg,400,267,3,cat,Frontal,0,0,275.5,66.5,69,71,0
Abyssinian_174.jpg,317,246,3,cat,Frontal,0,0,146.5,89.5,163,149,0
Abyssinian_175.jpg,600,234,3,cat,Frontal,0,0,118.0,71.0,110,110,0
Abyssinian_176.jpg,400,467,3,cat,Frontal,0,0,154.0,95.5,178,159,0
Abyssinian_177.jpg,214,320,3,cat,Frontal,0,0,76.5,90.0,57,54,0
Abyssinian_178.jpg,400,400,3,cat,Frontal,0,0,191.5,136.5,227,249,0
Abyssinian_179.jpg,263,360,3,cat,Frontal,0,0,128.5,74.0,111,112,0
Abyssinian_18.jpg,335,500,3,cat,Frontal,0,0,224.5,186.0,179,198,0
Abyssinian_180.jpg,400,353,3,cat,Frontal,0,0,73.5,61.0,107,98,0
Abyssinian_181.jpg,198,320,3,cat,Frontal,0,0,50.0,91.0,44,54,0
Abyssinian_182.jpg,500,375,3,cat,Frontal,0,0,315.5,111.5,181,221,0
Abyssinian_183.jpg,400,300,3,cat,Frontal,0,0,215.0,131.5,148,145,0
Abyssinian_184.jpg,378,300,3,cat,Frontal,0,0,308.0,217.5,106,113,0
Abyssinian_185.jpg,300,225,3,cat,Frontal,0,0,106.0,89.5,170,177,0
Abyssinian_19.jpg,400,352,3,cat,Frontal,0,0,88.0,50.0,92,72,0
Abyssinian_190.jpg,297,300,3,cat,Frontal,0,0,90.5,89.5,91,97,0
Abyssinian_191.jpg,300,224,3,cat,Frontal,0,0,209.5,124.0,117,120,0
Abyssinian_192.jpg,300,176,3,cat,Frontal,0,0,186.0,57.5,106,105,0
Abyssinian_193.jpg,300,225,3,cat,Frontal,0,0,196.0,78.5,144,147,0
Abyssinian_195.jpg,177,300,3,cat,Frontal,0,0,62.5,63.5,109,115,0
Abyssinian_196.jpg,300,225,3,cat,Frontal,0,0,73.5,118.5,37,39,0
Abyssinian_197.jpg,190,300,3,cat,Frontal,0,0,88.0,91.5,174,181,0
american_bulldog_10.jpg,500,334,3,dog,Frontal,0,0,216.5,157.5,227,221,0
american_bulldog_100.jpg,500,333,3,dog,Frontal,0,0,247.0,153.5,86,97,0
american_bulldog_101.jpg,500,334,3,dog,Frontal,0,0,243.5,106.5,151,143,0
american_bulldog_102.jpg,334,500,3,dog,Frontal,0,0,202.0,140.5,92,103,0
american_bulldog_103.jpg,375,500,3,dog,Frontal,0,0,181.5,172.5,111,107,0
american_bulldog_104.jpg,500,332,3,dog,Frontal,0,0,228.0,141.0,264,224,0
american_bulldog_105.jpg,500,332,3,dog,Frontal,0,0,270.5,157.0,209,168,0
american_bulldog_106.jpg,325,500,3,dog,Frontal,0,0,82.0,81.5,156,143,0
american_bulldog_107.jpg,376,500,3,dog,Frontal,0,0,179.5,146.0,185,156,0
american_bulldog_108.jpg,375,500,3,dog,Frontal,0,0,169.5,198.5,155,133,0
american_bulldog_109.jpg,335,500,3,dog,Frontal,0,0,200.5,206.0,107,100,0
american_bulldog_11.jpg,500,375,3,dog,Frontal,0,0,240.0,159.5,172,187,0
american_bulldog_110.jpg,500,441,3,dog,Frontal,0,0,292.5,172.0,137,162,0
american_bulldog_111.jpg,500,333,3,dog,Frontal,0,0,218.0,146.0,246,260,0
american_bulldog_112.jpg,333,500,3,dog,Frontal,0,0,140.5,135.0,153,142,0
american_bulldog_113.jpg,500,333,3,dog,Frontal,0,0,307.0,130.0,276,230,0
american_bulldog_114.jpg,500,375,3,dog,Frontal,0,0,211.5,129.0,167,154,0
american_bulldog_115.jpg,500,333,3,dog,Frontal,0,0,240.0,111.0,116,124,0
american_bulldog_116.jpg,375,500,3,dog,Frontal,0,0,222.5,102.0,141,130,0
american_bulldog_117.jpg,375,500,3,dog,Frontal,0,0,171.5,145.0,171,154,0
american_bulldog_118.jpg,375,500,3,dog,Frontal,0,0,231.0,300.0,194,186,0
american_bulldog_119.jpg,334,500,3,dog,Frontal,0,0,194.5,134.0,123,108,0
american_bulldog_12.jpg,500,333,3,dog,Frontal,0,0,292.0,158.0,218,196,0
american_bulldog_120.jpg,500,334,3,dog,Frontal,0,0,181.0,128.5,152,131,0
american_bulldog_121.jpg,500,333,3,dog,Frontal,0,0,360.5,134.5,109,67,0
american_bulldog_122.jpg,500,333,3,dog,Frontal,0,0,249.5,90.5,163,143,0
american_bulldog_123.jpg,332,500,3,dog,Frontal,0,0,185.0,170.0,90,76,0
american_bulldog_124.jpg,375,500,3,dog,Frontal,0,0,211.5,177.0,201,200,0
american_bulldog_125.jpg,500,465,3,dog,Frontal,0,0,220.5,122.5,277,223,0
american_bulldog_126.jpg,353,500,3,dog,Frontal,0,0,201.0,80.5,156,145,0
american_bulldog_127.jpg,500,334,3,dog,Frontal,0,0,206.0,163.5,104,101,0
american_bulldog_128.jpg,500,281,3,dog,Frontal,0,0,211.0,95.0,116,116,0
american_bulldog_129.jpg,382,500,3,dog,Frontal,0,0,257.5,109.0,187,154,0
american_bulldog_13.jpg,500,333,3,dog,Frontal,0,0,184.0,152.0,366,302,0
american_bulldog_130.jpg,420,500,3,dog,Frontal,0,0,201.5,153.5,341,283,0
american_bulldog_131.jpg,500,376,3,dog,Frontal,0,0,203.0,212.0,238,216,0
american_bulldog_132.jpg,375,500,3,dog,Frontal,0,0,197.5,228.5,355,301,0
american_bulldog_133.jpg,500,334,3,dog,Frontal,0,0,303.5,118.0,181,182,0
american_bulldog_134.jpg,500,334,3,dog,Frontal,0,0,244.5,98.5,155,137,0
american_bulldog_135.jpg,500,334,3,dog,Frontal,0,0,323.5,93.0,79,70,0
american_bulldog_136.jpg,333,500,3,dog,Frontal,0,0,143.5,241.0,173,198,0
american_bulldog_137.jpg,500,333,3,dog,Frontal,0,0,270.0,125.0,90,90,0
american_bulldog_138.jpg,333,500,3,dog,Frontal,0,0,145.0,252.0,158,126,0
american_bulldog_139.jpg,334,500,3,dog,Frontal,0,0,171.5,187.0,93,90,0
american_bulldog_14.jpg,500,376,3,dog,Frontal,0,0,230.5,182.5,277,321,0
american_bulldog_140.jpg,500,333,3,dog,Frontal,0,0,240.0,155.5,422,309,0
american_bulldog_141.jpg,333,500,3,dog,Frontal,0,0,147.0,187.0,240,200,0
american_bulldog_142.jpg,333,500,3,dog,Frontal,0,0,202.0,140.0,236,212,0
american_bulldog_143.jpg,500,333,3,dog,Frontal,0,0,354.0,137.0,262,226,0
american_bulldog_144.jpg,500,375,3,dog,Frontal,0,0,239.5,132.5,185,177,0
american_bulldog_146.jpg,375,500,3,dog,Frontal,0,0,195.0,250.5,342,275,0
american_bulldog_147.jpg,500,333,3,dog,Frontal,0,0,285.5,104.0,61,66,0
american_bulldog_148.jpg,500,375,3,dog,Frontal,0,0,241.5,199.0,211,152,0
american_bulldog_149.jpg,375,500,3,dog,Frontal,0,0,180.0,224.5,98,95,0
american_bulldog_15.jpg,334,500,3,dog,Frontal,0,0,171.0,147.0,234,210,0
american_bulldog_150.jpg,500,334,3,dog,Frontal,0,0,253.5,164.0,271,258,0
american_bulldog_151.jpg,500,334,3,dog,Frontal,0,0,237.0,152.0,360,252,0
american_bulldog_152.jpg,500,334,3,dog,Frontal,0,0,278.0,156.5,290,289,0
american_bulldog_153.jpg,500,384,3,dog,Frontal,0,0,257.5,168.0,429,330,0
american_bulldog_158.jpg,500,333,3,dog,Frontal,0,0,193.5,166.0,385,330,0
american_bulldog_16.jpg,500,334,3,dog,Frontal,0,0,159.0,80.0,78,72,0
american_bulldog_161.jpg,500,333,3,dog,Frontal,0,0,221.5,167.0,433,332,0
american_bulldog_164.jpg,500,375,3,dog,Frontal,0,0,149.5,135.5,65,117,0
american_bulldog_166.jpg,375,500,3,dog,Frontal,0,0,171.0,271.0,340,350,0
american_bulldog_167.jpg,500,375,3,dog,Frontal,0,0,228.0,208.5,84,69,0
american_bulldog_168.jpg,500,375,3,dog,Frontal,0,0,162.0,199.0,294,166,0
american_bulldog_169.jpg,500,333,3,dog,Frontal,0,0,229.5,205.5,381,239,0
american_bulldog_171.jpg,394,500,3,dog,Frontal,0,0,200.0,104.0,146,132,0
american_bulldog_172.jpg,375,500,3,dog,Frontal,0,0,190.0,175.0,352,322,0
american_bulldog_173.jpg,500,333,3,dog,Frontal,0,0,324.0,148.0,336,204,0
american_bulldog_174.jpg,500,333,3,dog,Frontal,0,0,337.0,158.5,308,285,0
american_bulldog_175.jpg,291,331,3,dog,Frontal,0,0,137.5,178.5,231,237,0
american_bulldog_176.jpg,500,333,3,dog,Frontal,0,0,265.5,187.5,153,151,0
american_bulldog_177.jpg,500,327,3,dog,Frontal,0,0,288.5,132.5,207,223,0
american_bulldog_178.jpg,500,334,3,dog,Frontal,0,0,253.5,94.0,133,124,0
american_bulldog_179.jpg,500,334,3,dog,Frontal,0,0,227.0,160.5,376,303,0
american_bulldog_18.jpg,500,374,3,dog,Frontal,0,0,247.0,165.0,144,132,0
american_bulldog_180.jpg,500,334,3,dog,Frontal,0,0,231.5,178.5,371,311,0
american_bulldog_181.jpg,500,334,3,dog,Frontal,0,0,239.0,139.0,234,216,0
american_bulldog_182.jpg,500,375,3,dog,Frontal,0,0,222.5,181.0,315,338,0
american_bulldog_183.jpg,500,333,3,dog,Frontal,0,0,216.0,170.0,140,110,0
american_bulldog_184.jpg,500,333,3,dog,Frontal,0,0,243.0,189.0,244,250,0
american_bulldog_185.jpg,500,333,3,dog,Frontal,0,0,283.0,145.0,310,246,0
american_bulldog_186.jpg,375,500,3,dog,Frontal,0,0,181.5,331.0,215,202,0
american_bulldog_187.jpg,500,333,3,dog,Frontal,0,0,175.0,168.0,280,172,0
american_bulldog_188.jpg,500,500,3,dog,Frontal,0,0,360.5,348.5,251,219,0
american_bulldog_189.jpg,334,500,3,dog,Frontal,0,0,194.0,199.5,280,211,0
american_bulldog_19.jpg,500,333,3,dog,Frontal,0,0,246.5,157.5,361,303,0
american_bulldog_190.jpg,500,375,3,dog,Frontal,0,0,264.0,177.5,254,231,0
american_bulldog_191.jpg,500,333,3,dog,Frontal,0,0,196.0,109.5,140,85,0
american_bulldog_192.jpg,500,406,3,dog,Frontal,0,0,152.0,241.5,170,233,0
american_bulldog_193.jpg,500,335,3,dog,Frontal,0,0,176.0,154.5,350,295,0
american_bulldog_194.jpg,461,500,3,dog,Frontal,0,0,249.0,111.5,222,179,0
american_bulldog_196.jpg,500,323,3,dog,Frontal,0,0,276.0,131.0,304,236,0
american_bulldog_197.jpg,500,335,3,dog,Frontal,0,0,266.0,186.0,168,184,0
american_bulldog_198.jpg,500,338,3,dog,Frontal,0,0,274.5,98.0,231,174,0
american_bulldog_199.jpg,500,334,3,dog,Frontal,0,0,236.5,169.5,327,289,0
american_bulldog_200.jpg,500,319,3,dog,Frontal,0,0,265.0,76.0,176,134,0
american_bulldog_201.jpg,500,335,3,dog,Frontal,0,0,241.5,133.0,213,194,0
american_bulldog_202.jpg,412,500,3,dog,Frontal,0,0,145.5,87.5,207,141,0
american_pit_bull_terrier_10.jpg,500,368,3,dog,Frontal,0,0,358.0,118.5,102,77,0
american_pit_bull_terrier_100.jpg,333,500,3,dog,Frontal,0,0,261.5,167.0,107,74,0
american_pit_bull_terrier_101.jpg,397,500,3,dog,Frontal,0,0,197.5,233.0,157,152,0
american_pit_bull_terrier_102.jpg,350,383,3,dog,Frontal,0,0,224.0,160.5,228,269,0
american_pit_bull_terrier_103.jpg,500,333,3,dog,Frontal,0,0,186.0,174.5,322,317,0
american_pit_bull_terrier_104.jpg,500,333,3,dog,Frontal,0,0,328.0,170.5,282,293,0
american_pit_bull_terrier_105.jpg,333,500,3,dog,Frontal,0,0,186.0,173.5,120,147,0
american_pit_bull_terrier_106.jpg,333,500,3,dog,Frontal,0,0,134.5,100.5,209,153,0
american_pit_bull_terrier_107.jpg,333,500,3,dog,Frontal,0,0,204.5,160.5,255,277,0
american_pit_bull_terrier_108.jpg,500,333,3,dog,Frontal,0,0,252.5,117.5,69,69,0
american_pit_bull_terrier_109.jpg,246,300,3,dog,Frontal,0,0,106.5,83.5,111,123,0
american_pit_bull_terrier_11.jpg,375,500,3,dog,Frontal,0,0,239.5,101.5,161,135,0
american_pit_bull_terrier_110.jpg,263,300,3,dog,Frontal,0,0,144.0,104.5,98,101,0
american_pit_bull_terrier_111.jpg,300,225,3,dog,Frontal,0,0,154.5,99.0,153,134,0
american_pit_bull_terrier_112.jpg,300,225,3,dog,Frontal,0,0,158.0,92.5,132,133,0
american_pit_bull_terrier_113.jpg,164,300,3,dog,Frontal,0,0,85.0,51.5,140,101,0
american_pit_bull_terrier_114.jpg,300,246,3,dog,Frontal,0,0,105.0,106.0,144,144,0
american_pit_bull_terrier_115.jpg,191,300,3,dog,Frontal,0,0,71.5,75.0,85,130,0
american_pit_bull_terrier_116.jpg,300,199,3,dog,Frontal,0,0,162.0,86.0,64,48,0
american_pit_bull_terrier_117.jpg,300,199,3,dog,Frontal,0,0,151.5,103.0,193,172,0
american_pit_bull_terrier_118.jpg,300,199,3,dog,Frontal,0,0,145.5,88.5,145,109,0
american_pit_bull_terrier_119.jpg,300,225,3,dog,Frontal,0,0,124.0,113.5,114,101,0
american_pit_bull_terrier_12.jpg,342,500,3,dog,Frontal,0,0,191.5,130.0,185,142,0
american_pit_bull_terrier_120.jpg,300,292,3,dog,Frontal,0,0,111.0,63.5,76,83,0
american_pit_bull_terrier_121.jpg,299,300,3,dog,Frontal,0,0,138.5,107.0,117,88,0
american_pit_bull_terrier_122.jpg,300,246,3,dog,Frontal,0,0,160.0,94.5,154,107,0
american_pit_bull_terrier_123.jpg,243,300,3,dog,Frontal,0,0,95.5,74.5,75,75,0
american_pit_bull_terrier_124.jpg,225,300,3,dog,Frontal,0,0,120.0,97.0,148,144,0
american_pit_bull_terrier_125.jpg,300,225,3,dog,Frontal,0,0,80.0,75.5,152,127,0
american_pit_bull_terrier_126.jpg,119,200,3,dog,Frontal,0,0,48.0,69.0,84,62,0
american_pit_bull_terrier_127.jpg,300,225,3,dog,Frontal,0,0,177.0,80.0,116,158,0
american_pit_bull_terrier_128.jpg,202,300,3,dog,Frontal,0,0,106.5,111.5,95,83,0
american_pit_bull_terrier_129.jpg,214,300,3,dog,Frontal,0,0,117.0,58.0,100,78,0
american_pit_bull_terrier_13.jpg,375,500,3,dog,Frontal,0,0,206.0,139.5,206,173,0
american_pit_bull_terrier_130.jpg,237,300,3,dog,Frontal,0,0,93.0,79.0,162,156,0
american_pit_bull_terrier_131.jpg,300,257,3,dog,Frontal,0,0,149.0,79.0,120,108,0
american_pit_bull_terrier_132.jpg,228,300,3,dog,Frontal,0,0,108.5,62.5,107,111,0
american_pit_bull_terrier_133.jpg,230,300,3,dog,Frontal,0,0,132.0,87.0,152,154,0
american_pit_bull_terrier_134.jpg,300,252,3,dog,Frontal,0,0,89.5,64.5,87,85,0
american_pit_bull_terrier_135.jpg,300,225,3,dog,Frontal,0,0,129.0,82.0,66,86,0
american_pit_bull_terrier_136.jpg,300,225,3,dog,Frontal,0,0,161.5,100.5,117,91,0
american_pit_bull_terrier_137.jpg,300,225,3,dog,Frontal,0,0,169.5,121.0,81,80,0
american_pit_bull_terrier_138.jpg,237,300,3,dog,Frontal,0,0,158.0,110.5,114,91,0
american_pit_bull_terrier_139.jpg,300,219,3,dog,Frontal,0,0,90.0,60.0,56,56,0
american_pit_bull_terrier_14.jpg,500,475,3,dog,Frontal,0,0,350.5,170.0,187,280,0
american_pit_bull_terrier_140.jpg,300,291,3,dog,Frontal,0,0,238.5,100.5,101,169,0
american_pit_bull_terrier_141.jpg,225,300,3,dog,Frontal,0,0,103.5,110.5,157,151,0
american_pit_bull_terrier_142.jpg,300,222,3,dog,Frontal,0,0,209.0,114.5,54,67,0
american_pit_bull_terrier_143.jpg,290,300,3,dog,Frontal,0,0,136.5,89.0,103,128,0
american_pit_bull_terrier_144.jpg,300,174,3,dog,Frontal,0,0,192.0,50.5,72,61,0
american_pit_bull_terrier_145.jpg,300,225,3,dog,Frontal,0,0,165.0,59.0,100,98,0
american_pit_bull_terrier_146.jpg,246,300,3,dog,Frontal,0,0,133.0,134.5,100,67,0
american_pit_bull_terrier_147.jpg,300,225,3,dog,Frontal,0,0,131.0,142.5,106,81,0
american_pit_bull_terrier_148.jpg,300,225,3,dog,Frontal,0,0,145.0,100.5,86,101,0
american_pit_bull_terrier_149.jpg,224,300,3,dog,Frontal,0,0,132.0,95.5,164,171,0
american_pit_bull_terrier_15.jpg,375,500,3,dog,Frontal,0,0,207.0,163.5,118,125,0
american_pit_bull_terrier_150.jpg,225,300,3,dog,Frontal,0,0,89.0,69.5,136,123,0
american_pit_bull_terrier_151.jpg,300,294,3,dog,Frontal,0,0,223.0,89.0,100,80,0
american_pit_bull_terrier_152.jpg,236,300,3,dog,Frontal,0,0,74.0,82.0,118,144,0
american_pit_bull_terrier_153.jpg,300,230,3,dog,Frontal,0,0,61.5,65.0,93,110,0
american_pit_bull_terrier_154.jpg,300,226,3,dog,Frontal,0,0,140.0,80.5,58,83,0
american_pit_bull_terrier_155.jpg,300,225,3,dog,Frontal,0,0,122.5,77.0,97,108,0
american_pit_bull_terrier_156.jpg,215,216,3,dog,Frontal,0,0,127.5,83.5,131,113,0
american_pit_bull_terrier_157.jpg,267,300,3,dog,Frontal,0,0,88.0,77.0,136,112,0
american_pit_bull_terrier_158.jpg,190,300,3,dog,Frontal,0,0,84.5,74.5,129,131,0
american_pit_bull_terrier_159.jpg,291,300,3,dog,Frontal,0,0,154.5,92.0,249,162,0
american_pit_bull_terrier_16.jpg,500,333,3,dog,Frontal,0,0,294.0,174.0,268,234,0
american_pit_bull_terrier_160.jpg,300,280,3,dog,Frontal,0,0,136.0,118.5,230,205,0
american_pit_bull_terrier_161.jpg,258,300,3,dog,Frontal,0,0,156.5,83.5,137,99,0
american_pit_bull_terrier_162.jpg,300,225,3,dog,Frontal,0,0,183.0,97.0,98,130,0
american_pit_bull_terrier_163.jpg,300,225,3,dog,Frontal,0,0,68.0,98.5,126,121,0
american_pit_bull_terrier_164.jpg,225,300,3,dog,Frontal,0,0,148.5,115.5,131,161,0
american_pit_bull_terrier_165.jpg,300,225,3,dog,Frontal,0,0,191.0,89.5,152,161,0
american_pit_bull_terrier_166.jpg,300,225,3,dog,Frontal,0,0,132.0,107.5,102,111,0
american_pit_bull_terrier_167.jpg,239,300,3,dog,Frontal,0,0,118.0,97.0,168,124,0
american_pit_bull_terrier_168.jpg,288,300,3,dog,Frontal,0,0,153.5,86.5,77,99,0
american_pit_bull_terrier_169.jpg,300,225,3,dog,Frontal,0,0,164.5,65.0,133,114,0
american_pit_bull_terrier_17.jpg,500,333,3,dog,Frontal,0,0,225.5,157.0,275,232,0
american_pit_bull_terrier_170.jpg,300,291,3,dog,Frontal,0,0,158.0,82.0,134,106,0
american_pit_bull_terrier_171.jpg,300,240,3,dog,Frontal,0,0,215.0,132.0,88,114,0
american_pit_bull_terrier_172.jpg,239,300,3,dog,Frontal,0,0,122.5,163.5,151,121,0
american_pit_bull_terrier_173.jpg,300,225,3,dog,Frontal,0,0,147.0,93.5,116,87,0
american_pit_bull_terrier_174.jpg,223,300,3,dog,Frontal,0,0,121.0,117.0,94,126,0
american_pit_bull_terrier_175.jpg,223,300,3,dog,Frontal,0,0,141.0,108.5,94,135,0
american_pit_bull_terrier_176.jpg,300,240,3,dog,Frontal,0,0,150.0,70.0,122,114,0
american_pit_bull_terrier_177.jpg,300,225,3,dog,Frontal,0,0,130.5,113.5,81,83,0
american_pit_bull_terrier_178.jpg,300,225,3,dog,Frontal,0,0,185.5,102.0,123,98,0
american_pit_bull_terrier_179.jpg,216,300,3,dog,Frontal,0,0,109.0,85.5,90,83,0
american_pit_bull_terrier_18.jpg,375,500,3,dog,Frontal,0,0,211.0,191.0,280,288,0
american_pit_bull_terrier_180.jpg,300,245,3,dog,Frontal,0,0,118.0,84.5,158,133,0
american_pit_bull_terrier_181.jpg,300,300,3,dog,Frontal,0,0,113.5,122.0,129,124,0
american_pit_bull_terrier_182.jpg,300,224,3,dog,Frontal,0,0,129.5,95.5,169,161,0
american_pit_bull_terrier_183.jpg,225,300,3,dog,Frontal,0,0,112.0,65.5,190,129,0
american_pit_bull_terrier_184.jpg,199,300,3,dog,Frontal,0,0,76.0,72.5,114,97,0
american_pit_bull_terrier_185.jpg,300,276,3,dog,Frontal,0,0,116.0,94.5,160,187,0
american_pit_bull_terrier_186.jpg,300,225,3,dog,Frontal,0,0,142.0,63.0,62,46,0
american_pit_bull_terrier_187.jpg,300,300,3,dog,Frontal,0,0,120.5,63.0,125,92,0
american_pit_bull_terrier_188.jpg,300,225,3,dog,Frontal,0,0,140.0,73.0,74,94,0
american_pit_bull_terrier_189.jpg,300,229,3,dog,Frontal,0,0,247.5,45.5,93,83,0
